Adipocyte_ID,Area_Pixels,Area_Microns_Squared,Centroid_X,Centroid_Y,Grid_ID,MPP_Used,Closest_Tumour_ID,Distance_To_Closest_Tumour,Distance_Bin
134,16877.0,4121.931142279999,4503.32067310541,8001.163417669017,23,0.4942,,,
135,12194.0,2978.18500616,4919.396342463507,7841.6166967361,23,0.4942,,,
136,14912.0,3642.01203968,4402.762473175966,7889.60535139485,22,0.4942,,,
137,5040.0,1230.9375455999998,3688.9035714285715,7746.862103174603,22,0.4942,,,
138,7949.0,1941.4132043599998,4357.54296137879,7431.959743363946,22,0.4942,,,
139,20930.0,5111.8100852,4543.3132345914955,7421.4311036789295,23,0.4942,,,
140,12672.0,3094.92868608,4960.38391729798,7953.696259469697,23,0.4942,,,
141,3299.0,805.7267783599999,3515.6392846317067,7358.89208851167,22,0.4942,,,
142,12282.0,2999.6775664799998,4931.581012864354,7335.310617163328,23,0.4942,,,
143,7607.0,1857.8852994799997,4470.828053108979,7799.071775995793,23,0.4942,,,
144,2657.0,648.9287814799999,3970.9371471584495,7709.591268347761,22,0.4942,,,
145,9789.0,2390.80310196,4357.61783634692,7778.744100520993,22,0.4942,,,
146,10029.0,2449.4191755599995,4607.868680825606,7798.033103998405,23,0.4942,,,
147,14356.0,3506.21813584,4432.450055725829,7341.390707718027,22,0.4942,,,
148,15552.0,3798.3215692799995,4726.49408436214,7770.8070344650205,23,0.4942,,,
149,31461.0,7683.834548039999,4225.657353548838,7387.078795969614,22,0.4942,,,
150,15974.0,3901.3881653599997,4628.806811067985,7550.663766119945,23,0.4942,,,
151,15490.0,3783.1790835999996,4969.186701097482,7474.478760490639,23,0.4942,,,
152,10038.0,2451.6172783199995,4832.682307232516,7924.491930663478,23,0.4942,,,
153,2567.0,626.9477538799999,3591.7779509154657,7366.892091936113,22,0.4942,,,
154,14749.0,3602.2019563599997,4851.917282527629,8035.667774086379,23,0.4942,,,
155,18527.0,4524.916648279999,4422.835429373347,7661.522372753279,22,0.4942,,,
156,13074.0,3193.1106093599997,4646.343123757075,7670.0364081382895,23,0.4942,,,
157,16467.0,4021.79534988,4310.516730430558,7560.473006619299,22,0.4942,,,
158,6408.0,1565.0491651199998,4283.974719101124,7885.827403245942,22,0.4942,,,
159,14771.0,3607.5750964399995,4242.79317581748,7992.919165933247,22,0.4942,,,
160,8277.0,2021.5218382799999,4623.645765373928,7290.882445330434,23,0.4942,,,
161,14630.0,3573.1381531999996,4245.268421052631,7758.720574162679,22,0.4942,,,
162,6376.0,1557.2336886399999,4562.921110414053,7922.542189460477,23,0.4942,,,
163,12873.0,3144.0196477199997,4179.140915093607,7866.152800435019,22,0.4942,,,
164,9840.0,2403.2590176,4532.334247967479,7726.452642276423,23,0.4942,,,
165,10202.0,2491.6715952799996,4208.622917075083,7632.2787688688495,22,0.4942,,,
166,17017.0,4156.123851879999,4701.613915496268,7915.761943938414,23,0.4942,,,
167,7975.0,1947.7632789999998,4850.059059561128,7742.131536050157,23,0.4942,,,
168,12596.0,3076.3669294399997,4427.303588440775,7508.139250555732,22,0.4942,,,
